B09-F11_3, 1266, 263.076, 127.364, 29.3968, 11.0035782514, 41.6299376294
B09-F11_3, 1267, 139.981, 223.923, 23.7699, 11.0063974976, 41.6304676949
B09-F11_4, 1268, 353.377, 156.895, 19.9363, 10.9916573269, 41.6343511148
B09-F11_4, 1269, 647.905, 17.9713, 21.5045, 10.985607341, 41.6342507576
B09-F11_6, 1263, 392.371, 102.867, 40.5973, 11.0148308478, 41.6319025475
B09-F11_6, 1264, 629.002, 231.658, 17.3347, 11.0117870449, 41.6348733059
B09-F11_10, 1272, 439.155, 487.471, 20.6809, 11.0199671813, 41.6421219649
B09-F11_10, 1273, 675.845, 308.302, 33.75, 11.0145942338, 41.6411857395
B09-F11_10, 1303, 484.467, 187.028, 41.9274, 11.0169267551, 41.6385659116
B09-F11_11, 1273, 50.8446, 308.302, 33.75, 11.0145942338, 41.6411857395
B09-F11_11, 1275, 345.341, 437.099, 41.9118, 11.0105674876, 41.6444834188
B09-F11_12, 1276, 436.718, 195.512, 24.2936, 10.9965775168, 41.6454633667
B09-F11_13, 1277, 360.097, 327.962, 20.0, 11.0337386579, 41.6411948894
B09-F11_14, 1272, 439.155, 87.4706, 20.6809, 11.0199671813, 41.6421219649
B09-F11_14, 1285, 289.296, 292.616, 30.0, 11.0240624926, 41.6438781226
B09-F11_15, 1275, 345.341, 37.0992, 41.9118, 11.0105674876, 41.6444834188
B09-F11_15, 1286, 649.222, 409.689, 31.2671, 11.0082236096, 41.6509273783
B09-F11_16, 1286, 24.2216, 409.689, 31.2671, 11.0082236096, 41.6509273783
B09-F11_18, 1278, 695.19, 315.436, 50.0, 11.0203675527, 41.6515360163
B09-F11_18, 1279, 564.615, 315.421, 46.0967, 11.0225846427, 41.6507981145
B09-F11_18, 1280, 419.762, 385.032, 61.7637, 11.0255706435, 41.6508628744
B09-F11_18, 1281, 410.164, 308.965, 28.75, 11.0251584077, 41.6498435399
B09-F11_19, 1278, 70.1895, 315.436, 50.0, 11.0203675527, 41.6515360163
B09-F11_19, 1286, 649.222, 9.689, 31.2671, 11.0082236096, 41.6509273783
B09-F11_20, 1286, 24.2216, 9.689, 31.2671, 11.0082236096, 41.6509273783
B09-F11_24, 1287, 176.85, 100.319, 22.5, 11.0093403129, 41.6580148506
B09-F11_25, 1198, 409.366, 317.39, 50.0, 11.0418991248, 41.6565633618
B09-F11_26, 1218, 392.689, 309.105, 25.0, 11.0315065698, 41.6598964848
B09-F12_1, 1269, 149.197, 18.3928, 21.5045, 10.985607341, 41.6342507576
B09-F12_1, 1308, 642.333, 432.474, 25.8898, 10.980365912, 41.6422907176
B09-F12_2, 1308, 17.3326, 432.474, 25.8898, 10.980365912, 41.6422907176
B09-F12_2, 1309, 220.328, 47.5941, 30.5613, 10.9740101232, 41.638554081
B09-F12_4, 1310, 708.596, 11.4809, 22.4228, 10.9442210383, 41.6479109574
B09-F12_5, 1308, 642.333, 32.4736, 25.8898, 10.980365912, 41.6422907176
B09-F12_6, 1308, 17.3326, 32.4736, 25.8898, 10.980365912, 41.6422907176
B09-F13_6, 519, 544.783, 257.086, 20.9559, 11.1554141336, 41.5470202368
B09-F13_9, 525, 509.939, 447.55, 24.6007, 11.1710583165, 41.5507840487
B09-F13_13, 525, 509.939, 47.5505, 24.6007, 11.1710583165, 41.5507840487
B09-F13_26, 470, 729.252, 288.759, 25.0, 11.1676255951, 41.5738401942
B09-F13_27, 470, 104.252, 288.759, 25.0, 11.1676255951, 41.5738401942
B09-F14_4, 543, 183.282, 348.517, 27.5986, 11.0977171503, 41.5616224335
B09-F14_4, 544, 451.858, 187.929, 43.4512, 11.0919506534, 41.5611008908
B09-F14_8, 542, 144.795, 327.831, 47.9033, 11.1012322866, 41.5662183876
B09-F14_15, 550, 516.532, 484.424, 75.0, 11.1127488452, 41.5769262351
B09-F14_15, 551, 662.915, 475.2, 35.0, 11.1101962573, 41.5776359704
B09-F14_16, 551, 37.9154, 475.2, 35.0, 11.1101962573, 41.5776359704
B09-F14_17, 549, 593.724, 98.1251, 22.5, 11.1327432238, 41.5704740781
B09-F14_19, 550, 516.532, 84.4241, 75.0, 11.1127488452, 41.5769262351
B09-F14_19, 551, 662.915, 75.2001, 35.0, 11.1101962573, 41.5776359704
B09-F14_20, 551, 37.9154, 75.2001, 35.0, 11.1101962573, 41.5776359704
B09-F14_20, 553, 208.947, 420.743, 23.75, 11.1099040105, 41.5829864118
B09-F14_20, 554, 709.29, 419.065, 28.1812, 11.1014033515, 41.5857906449
B09-F14_20, 562, 338.559, 122.313, 12.5, 11.1054522228, 41.5799316601
B09-F14_24, 553, 208.947, 20.7428, 23.75, 11.1099040105, 41.5829864118
B09-F14_24, 554, 709.29, 19.0653, 28.1812, 11.1014033515, 41.5857906449
B09-F14_24, 556, 398.468, 277.01, 87.5, 11.1086239303, 41.5873084853
B09-F14_27, 555, 522.288, 179.394, 41.8946, 11.1194097902, 41.5883143917
B09-F15_4, 581, 299.746, 88.1394, 20.0, 11.0534722503, 41.5723758611
B09-F15_6, 580, 710.875, 338.998, 21.5056, 11.0726139282, 41.5758977348
B09-F15_7, 580, 85.8745, 338.998, 21.5056, 11.0726139282, 41.5758977348
B09-F15_14, 576, 314.27, 356.88, 30.9478, 11.085517835, 41.5840345937
B09-F15_17, 554, 209.238, 420.474, 28.1812, 11.1014033515, 41.5857906449
B09-F15_17, 575, 374.929, 238.378, 55.1267, 11.0972169261, 41.5844169524
B09-F15_21, 554, 209.238, 20.4735, 28.1812, 11.1014033515, 41.5857906449
