B09-F10_22, 1259, 16.9192924991, 206.479746796
B09-F10_25, 1253, 712.482504032, 254.98772832
B09-F10_26, 1253, 87.4825040323, 254.98772832
B09-F10_28, 1307, 525.264964219, 426.978987724
B09-F10_5, 1237, 219.328333159, 95.3170201466
B09-F10_9, 1248, 459.013161092, 257.812667845
B09-F11_10, 1294, 290.773526707, 196.668564007
B09-F11_10, 1295, 651.407324837, 170.954927741
B09-F11_10, 1296, 677.119007902, 445.677894093
B09-F11_11, 1295, 26.4073248374, 170.954927741
B09-F11_11, 1296, 52.1190079025, 445.677894093
B09-F11_14, 1296, 677.119007902, 45.6778940931
B09-F11_15, 1296, 52.1190079025, 45.6778940931
B09-F11_18, 1282, 491.028470624, 267.393888934
B09-F11_18, 1284, 342.570943585, 466.709713233
B09-F11_20, 1288, 537.629575049, 112.400248061
B09-F11_21, 1302, 504.509086343, 161.047859812
B09-F11_22, 1284, 342.570943585, 66.709713233
B09-F11_22, 1306, 378.2524941, 453.186326523
B09-F11_23, 1283, 270.320519719, 130.076340676
B09-F11_25, 1305, 660.833730229, 106.796362306
B09-F11_25, 1307, 19.6131581348, 423.254724751
B09-F11_26, 1215, 299.033380807, 445.133319324
B09-F11_26, 1305, 35.8337302289, 106.796362306
B09-F11_26, 1306, 378.2524941, 53.1863265235
B09-F11_28, 1223, 140.996585391, 462.641332605
B09-F11_3, 1271, 660.133163166, 141.339647045
B09-F11_3, 1293, 602.519922254, 8.81154082058
B09-F11_4, 1271, 35.133163166, 141.339647045
B09-F11_8, 1270, 628.925319464, 255.510061625
B09-F11_8, 1292, 437.608489723, 236.760243191
B09-F12_17, 1288, 39.7140202467, 112.873105694
B09-F12_19, 1314, 133.888832064, 287.62313323
B09-F12_5, 1270, 130.515698065, 255.940356674
B09-F12_9, 1319, 472.869427104, 124.192342861
B09-F13_13, 526, 478.686950824, 52.1658032656
B09-F13_17, 537, 590.463342975, 443.226635069
B09-F13_21, 537, 590.463342975, 43.2266350693
B09-F13_28, 532, 271.094436761, 251.906654391
B09-F13_9, 526, 478.686950824, 452.165803266
B09-F14_1, 538, 321.859146142, 437.278598424
B09-F14_23, 567, 496.8628236, 453.467748407
B09-F14_24, 557, 174.682498379, 492.278806192
B09-F14_27, 567, 496.8628236, 53.4677484066
B09-F14_28, 557, 174.682498379, 92.2788061916
B09-F14_3, 539, 209.823694703, 337.397637
B09-F14_5, 538, 321.859146142, 37.2785984238
B09-F15_2, 578, 327.309651666, 268.239157936
B09-F15_22, 587, 556.978486578, 428.442572193
B09-F15_26, 586, 298.440917568, 355.541497035
B09-F15_26, 587, 556.978486578, 28.4425721931
B09-F15_9, 592, 495.337222985, 246.206028818
B09-F16_12, 1323, 344.890905132, 483.321351074
B09-F16_16, 1323, 344.890905132, 83.3213510744
B09-F17_22, 1346, 295.949858316, 253.938832116
B09-F17_27, 1271, 662.700925539, 419.728686636
B09-F17_27, 1293, 605.056635914, 287.214078661
B09-F17_28, 1271, 37.7009255392, 419.728686636
B09-F18_10, 1355, 115.449404888, 371.526716184
B09-F18_13, 1354, 254.604455881, 264.378404474
B09-F18_13, 1372, 583.976242058, 319.127017633
B09-F18_18, 1361, 513.373221334, 315.058229516
B15-F01_15, 173, 334.623003852, 383.431799755
B15-F01_21, 175, 587.293080693, 485.315059097
B15-F01_25, 175, 587.293080693, 85.3150590967
B15-F01_8, 164, 295.510843268, 180.320457006
B15-F02_28, 198, 144.895846868, 140.986743261
B15-F02_7, 186, 134.355302443, 152.375548569
B15-F02_8, 207, 707.190857848, 370.356633144
B15-F03_10, 235, 654.157964046, 42.9812935686
B15-F03_11, 235, 29.1579640462, 42.9812935686
B15-F03_11, 238, 635.189792988, 361.605981103
B15-F03_12, 238, 10.1897929876, 361.605981103
B15-F03_13, 272, 478.319291697, 145.677538086
B15-F03_16, 239, 314.798469649, 233.059407176
B15-F03_20, 273, 450.627175372, 229.555500279
B15-F03_23, 242, 653.116098358, 155.988563273
B15-F03_24, 242, 28.116098358, 155.988563273
B15-F03_26, 275, 355.320274461, 404.705471543
B15-F03_3, 227, 501.510106551, 274.3302233
B15-F03_5, 207, 206.635187279, 374.726726433
B15-F03_6, 235, 654.157964046, 442.981293569
B15-F03_7, 235, 29.1579640462, 442.981293569
B15-F04_13, 872, 466.602275188, 126.102957611
B15-F04_2, 867, 240.903097126, 133.173611237
B15-F04_21, 861, 628.282450073, 239.048540414
B15-F04_22, 861, 3.28245007316, 239.048540414
B15-F04_22, 892, 466.385637808, 352.846262559
B15-F04_26, 891, 573.763879059, 118.879599263
B15-F04_7, 866, 497.316445083, 247.857240476
B15-F05_10, 900, 426.514561798, 2.34987126442
B15-F05_10, 922, 648.055985718, 77.4804571616
B15-F05_11, 922, 23.0559857181, 77.4804571616
B15-F05_3, 909, 590.146703412, 362.067445348
B15-F05_4, 898, 179.084109685, 477.292733077
B15-F05_6, 900, 426.514561798, 402.349871264
B15-F05_6, 922, 648.055985718, 477.480457162
B15-F05_7, 922, 23.0559857181, 477.480457162
B15-F05_8, 898, 179.084109685, 77.2927330771
B15-F05_9, 921, 536.75844926, 288.772591296
B15-F06_12, 938, 638.437005223, 234.314940223
B15-F06_19, 943, 176.023560344, 467.652927889
B15-F06_23, 943, 176.023560344, 67.6529278892
B15-F06_25, 931, 466.719907433, 426.363913188
B15-F06_4, 928, 637.186959824, 200.310967865
B15-F07_10, 292, 257.730068093, 369.454024556
B15-F07_12, 299, 485.77985289, 221.495065035
B15-F07_14, 294, 537.057647999, 174.873867491
B15-F07_20, 302, 237.452680537, 476.936116308
B15-F07_21, 295, 621.074789888, 427.032930048
B15-F07_24, 302, 237.452680537, 76.9361163082
B15-F07_25, 295, 621.074789888, 27.0329300484
B15-F08_1, 311, 381.542315786, 123.99086933
B15-F09_11, 333, 377.608322331, 465.648810292
B15-F09_15, 333, 377.608322331, 65.648810292
B15-F09_24, 977, 641.527911771, 320.124771853
B15-F10_1, 963, 674.548674777, 191.560725579
B15-F10_1, 964, 530.846664465, 184.666775776
B15-F10_11, 954, 471.551751508, 393.845914137
B15-F10_11, 972, 530.036712578, 448.592084719
B15-F10_12, 955, 206.177028055, 330.596182675
B15-F10_14, 971, 398.265229177, 151.592635263
B15-F10_15, 972, 530.036712578, 48.5920847191
B15-F10_2, 963, 49.5486747773, 191.560725579
B15-F10_21, 977, 91.8520714217, 325.157782532
B15-F10_22, 976, 165.514313684, 441.065006236
B15-F10_26, 867, 236.153772388, 409.306920818
B15-F10_26, 976, 165.514313684, 41.0650062358
B15-F10_4, 969, 326.931391056, 403.829105149
B15-F10_4, 970, 267.001700322, 154.967382848
B15-F10_8, 969, 326.931391056, 3.82910514877
B15-F11_1, 989, 336.656014668, 357.460307294
B15-F11_15, 1027, 310.367463041, 275.739820848
B15-F11_15, 1028, 382.738603479, 261.584865425
B15-F11_17, 1019, 325.808356725, 350.875970154
B15-F11_22, 1030, 451.224585549, 142.531092573
B15-F11_22, 1033, 171.29563407, 224.950174449
B15-F11_4, 999, 318.762660944, 470.434894862
B15-F11_6, 992, 647.552577111, 152.948312804
B15-F11_7, 992, 22.5525771111, 152.948312804
B15-F11_8, 999, 318.762660944, 70.4348948615
B15-F11_8, 1003, 212.632029804, 178.340159448
B15-F12_20, 1061, 403.340621582, 179.302007886
B15-F12_28, 928, 637.802881137, 475.445001799
B15-F12_5, 1047, 613.900060685, 267.652487457
B15-F13_13, 339, 416.868089366, 24.785294343
B15-F13_7, 340, 379.994560882, 374.312583931
B15-F13_9, 336, 309.494953134, 325.901938594
B15-F13_9, 339, 416.868089366, 424.785294343
B15-F14_22, 372, 545.851538922, 354.542697855
B15-F14_23, 386, 718.170828312, 155.970710547
B15-F14_24, 386, 93.1708283118, 155.970710547
B15-F14_25, 311, 381.780912827, 399.377258026
B15-F14_4, 361, 251.421486811, 201.678576039
B15-F15_1, 401, 562.964882693, 76.0594039246
B15-F15_23, 395, 166.97551132, 135.058213282
B15-F15_23, 408, 204.991714792, 312.009958565
B15-F15_25, 399, 375.977565932, 256.465476453
B15-F16_16, 1089, 151.583805444, 304.950947608
B15-F16_19, 1096, 603.722661991, 315.375570829
B15-F16_25, 963, 674.859950306, 466.909965813
B15-F16_25, 964, 531.157313218, 460.02907282
B15-F16_25, 1090, 502.371077279, 223.076855458
B15-F16_26, 963, 49.8599503061, 466.909965813
B15-F16_28, 970, 267.30965851, 430.18328787
B15-F16_3, 1098, 625.855033954, 299.70453319
B15-F16_4, 1098, 0.855033953737, 299.70453319
B15-F17_14, 1142, 448.088163892, 453.151491275
B15-F17_15, 1114, 610.552069202, 121.065028999
B15-F17_15, 1115, 567.556504278, 159.871015548
B15-F17_17, 1119, 607.005351618, 279.090902679
B15-F17_18, 1142, 448.088163892, 53.151491275
B15-F17_19, 1123, 549.521821289, 358.361902191
B15-F17_20, 1126, 284.145913409, 127.230384322
B15-F17_27, 1131, 174.244052876, 136.374682716
B15-F17_4, 1133, 525.05372751, 373.156463469
B15-F17_6, 1132, 293.002463765, 202.693661234
B15-F18_1, 1133, 22.1943620818, 377.95294492
B15-F18_18, 1165, 133.571842568, 304.342160471
B15-F18_9, 1164, 615.53929103, 150.313663887
B17-F04_13, 1454, 552.484661364, 435.35776391
B17-F04_17, 1454, 552.484661364, 35.3577639101
B17-F04_18, 1470, 400.930249527, 489.412024462
B17-F04_22, 1470, 400.930249527, 89.4120244619
B17-F05_14, 1479, 371.661402284, 314.288845151
B17-F06_2, 1500, 542.794384973, 488.768493989
B17-F06_20, 1495, 552.908384493, 309.819187579
B17-F06_6, 1500, 542.794384973, 88.7684939887
B17-F10_1, 1514, 450.264177578, 497.494051061
B17-F10_1, 1526, 246.328930742, 55.9820776906
B17-F10_12, 1540, 100.771867186, 463.68742683
B17-F10_13, 1518, 189.411599663, 208.118234766
B17-F10_16, 1540, 100.771867186, 63.68742683
B17-F10_5, 1514, 450.264177578, 97.494051061
B17-F11_4, 1549, 618.902775415, 219.5299544
B17-F12_1, 1549, 120.903265317, 223.494892336
B17-F12_15, 1558, 317.40902795, 257.858690623
B17-F15_16, 1568, 649.073036955, 233.479969726
B17-F15_16, 1569, 589.07950664, 120.138694689
B17-F16_11, 1571, 251.371771797, 407.999308468
B17-F16_13, 1568, 95.9664938718, 238.980164761
B17-F16_13, 1569, 35.9137318422, 125.670260857
B17-F16_15, 1571, 251.371771797, 7.99930846759
B17-F16_21, 1584, 545.394500895, 328.955560538
B17-F16_25, 1526, 241.982717446, 332.107573205
B17-F17_2, 275, 360.205319573, 165.010590553
B17-F17_26, 1602, 666.987775675, 239.845953431
B17-F17_27, 1602, 41.9877756747, 239.845953431
B17-F18_16, 1622, 623.13546898, 129.259895399
B17-F18_17, 1619, 530.676006835, 325.894214162
B17-F18_25, 1549, 116.640012839, 499.621274252
B17-F18_27, 1624, 631.570085145, 213.179509995
B17-F18_28, 1624, 6.57008514478, 213.179509995
B21-F01_1, 7, 278.790726782, 426.560126585
B21-F01_2, 4, 240.8711981, 248.649400269
B21-F01_2, 12, 359.516446657, 97.1789428268
B21-F01_24, 19, 233.577218155, 488.828463124
B21-F01_28, 11, 221.343451657, 246.543146997
B21-F01_28, 19, 233.577218155, 88.8284631243
B21-F01_5, 6, 669.17357053, 248.75890163
B21-F01_5, 7, 278.790726782, 26.5601265848
B21-F01_6, 6, 44.1735705304, 248.75890163
B21-F02_10, 24, 59.7805626437, 426.633444123
B21-F02_13, 24, 684.780562644, 26.6334441232
B21-F02_14, 24, 59.7805626437, 26.6334441232
B21-F02_15, 41, 445.235369925, 312.633089026
B21-F02_16, 50, 357.572044259, 104.122007659
B21-F02_25, 44, 597.861768759, 186.647347116
B21-F02_26, 46, 552.959937826, 341.235520679
B21-F02_3, 31, 410.927081494, 204.907970558
B21-F02_3, 49, 650.919444243, 76.2512828516
B21-F02_4, 49, 25.9194442425, 76.2512828516
B21-F02_9, 24, 684.780562644, 426.633444123
B21-F03_12, 58, 572.427609129, 415.180744798
B21-F03_16, 58, 572.427609129, 15.1807447976
B21-F03_27, 61, 301.425289109, 316.116340672
B21-F04_13, 58, 24.1957223381, 19.9296569995
B21-F04_9, 58, 24.1957223381, 419.929657
B21-F05_22, 768, 443.705686219, 415.998478408
B21-F05_26, 768, 443.705686219, 15.998478408
B21-F06_15, 771, 573.82091616, 142.769923965
B21-F06_20, 772, 117.138487326, 447.936710315
B21-F06_24, 772, 117.138487326, 47.9367103145
B21-F07_15, 81, 196.816849771, 397.233589802
B21-F07_18, 72, 653.916803122, 451.880615437
B21-F07_19, 72, 28.9168031225, 451.880615437
B21-F07_2, 62, 292.149752001, 68.7045785342
B21-F07_22, 72, 653.916803122, 51.8806154372
B21-F07_22, 82, 262.606273757, 217.91233738
B21-F07_23, 72, 28.9168031225, 51.8806154372
B21-F07_26, 12, 356.639366306, 373.004341688
B21-F07_3, 64, 246.917363255, 333.651426207
B21-F08_10, 91, 223.854747135, 293.394742787
B21-F08_14, 90, 146.322283859, 181.749926698
B21-F08_27, 31, 408.093566007, 480.665408711
B21-F08_27, 49, 648.074004005, 351.986494359
B21-F08_28, 49, 23.0740040053, 351.986494359
B21-F09_13, 100, 223.283497033, 332.362860986
B21-F09_5, 98, 299.5454849, 495.294853237
B21-F09_9, 98, 299.5454849, 95.294853237
B21-F10_18, 785, 434.37640162, 137.407557996
B21-F11_23, 799, 390.648076445, 257.168541088
B21-F12_1, 847, 390.331590487, 11.0620877873
B21-F12_14, 815, 611.242006949, 441.737967479
B21-F12_18, 815, 611.242006949, 41.7379674786
B21-F12_25, 812, 394.235154941, 112.727565659
B21-F13_18, 114, 555.416792727, 158.761897741
B21-F13_21, 118, 398.698459469, 388.088937856
B21-F13_26, 62, 294.300360459, 343.738789704
B21-F15_11, 160, 397.510629734, 492.167274056
B21-F15_13, 150, 288.063336431, 117.383946823
B21-F15_15, 160, 397.510629734, 92.167274056
B21-F17_14, 827, 450.318436165, 497.047414751
B21-F17_18, 827, 450.318436165, 97.047414751
B21-F17_23, 831, 314.983316617, 260.32915144
B21-F18_18, 846, 454.635644837, 276.932345013
B21-F18_25, 847, 387.374781975, 286.953864625
B22-F06_4, 7, 721.515471586, 431.397111399
B22-F06_8, 7, 721.515471586, 31.3971113988
B23-F05_11, 1649, 633.362964682, 51.7964391046
B23-F05_12, 1649, 8.36296468213, 51.7964391046
B23-F05_26, 1642, 479.229310992, 143.117349832
B23-F05_7, 1649, 633.362964682, 451.796439105
B23-F05_8, 1649, 8.36296468213, 451.796439105
B23-F06_17, 1668, 594.595481695, 242.787354521
B23-F06_28, 1664, 203.834377591, 173.720908287
B23-F10_20, 1687, 136.787549805, 428.279940346
B23-F10_24, 1687, 136.787549805, 28.2799403463
B23-F11_2, 1696, 539.702529015, 153.346698979
B23-F12_5, 1704, 573.192522075, 154.332531929
B23-F12_5, 1705, 581.975103853, 469.686858108
B23-F12_9, 1705, 581.975103853, 69.6868581076
B23-F17_1, 11, 679.519506622, 6.04817504144
B23-F17_14, 1714, 295.471500181, 416.756415856
B23-F17_18, 1714, 295.471500181, 16.7564158556
B23-F17_2, 11, 54.5195066219, 6.04817504144
B23-F17_26, 1696, 537.331497236, 429.076080908
B23-F17_3, 1711, 198.130478899, 467.777765371
B23-F17_4, 46, 260.457208129, 96.5945270005
B23-F17_7, 1711, 198.130478899, 67.7777653713
B23-F18_4, 61, 628.554240967, 72.4368473289
B23-F18_8, 1718, 487.181484941, 199.57974144
