zooniverse_id,name,location,thumbnail_location,ra,dec
AAP000000b,B01-F01_10,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_10.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_10.jpg,10.85085980153246,41.24817588583714
AAP000000c,B01-F01_11,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_11.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_11.jpg,10.840312090119452,41.25170630719077
AAP000000d,B01-F01_12,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_12.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_12.jpg,10.82976323903969,41.255235765781386
AAP000000e,B01-F01_13,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_13.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_13.jpg,10.864412842884327,41.24971937716318
AAP000000f,B01-F01_14,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_14.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_14.jpg,10.85386561493551,41.25325103534103
AAP000000g,B01-F01_15,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_15.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_15.jpg,10.843317246426443,41.25678173099925
AAP000000h,B01-F01_16,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_16.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_16.jpg,10.832767737887293,41.260311463752046
AAP000000i,B01-F01_17,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_17.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_17.jpg,10.86741978011327,41.25479417400373
AAP000000j,B01-F01_18,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_18.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_18.jpg,10.856871895413045,41.2583261066614
AAP000000k,B01-F01_19,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_19.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_19.jpg,10.84632286978911,41.26185707665714
AAP000000l,B01-F01_20,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_20.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_20.jpg,10.835772703771664,41.26538708360504
AAP000000m,B01-F01_21,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_21.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_21.jpg,10.870427184527697,41.25986889250631
AAP000000n,B01-F01_22,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_22.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_22.jpg,10.85987864305738,41.26340109967672
AAP000000o,B01-F01_23,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_23.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_23.jpg,10.849328960299804,41.266932344042885
AAP000000p,B01-F01_24,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_24.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_24.jpg,10.838778136785168,41.27046262521883
AAP000000q,B01-F01_25,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_25.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_25.jpg,10.873435056219918,41.26494353254939
AAP000000r,B01-F01_26,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_26.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_26.jpg,10.862885857960874,41.26847601426543
AAP000000s,B01-F01_27,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_27.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_27.jpg,10.852335518050895,41.272007533034945
AAP000000t,B01-F01_28,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F01_28.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F01_28.jpg,10.841784037020213,41.275538088471855
AAP000000u,B01-F02_01,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_01.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_01.jpg,10.81529622673292,41.24789451773509
AAP000000v,B01-F02_02,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_02.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_02.jpg,10.804748806424698,41.251425352736334
AAP000000w,B01-F02_03,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_03.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_03.jpg,10.79420024587456,41.254955225190955
AAP000000x,B01-F02_04,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_04.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_04.jpg,10.783650545612815,41.2584841347132
AAP000000y,B01-F02_05,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_05.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_05.jpg,10.818302379632177,41.25296954875837
AAP000000z,B01-F02_06,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_06.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_06.jpg,10.807754302184172,41.25650065827019
AAP0000010,B01-F02_07,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_07.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_07.jpg,10.797205084130816,41.26003080509293
AAP0000011,B01-F02_08,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_08.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_08.jpg,10.786654726002439,41.26355998884081
AAP0000012,B01-F02_09,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_09.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_09.jpg,10.821308999756218,41.25804450177146
AAP0000013,B01-F02_10,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_10.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_10.jpg,10.810760265149627,41.26157588582671
AAP0000014,B01-F02_11,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_11.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_11.jpg,10.800210389574131,41.265106307050544
AAP0000015,B01-F02_12,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_12.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_12.jpg,10.789659373560127,41.26863576505707
AAP0000016,B01-F02_13,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_13.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_13.jpg,10.824316087197428,41.263119376652746
AAP0000017,B01-F02_14,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_14.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_14.jpg,10.813766695413468,41.266651035284426
AAP0000018,B01-F02_15,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_15.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_15.jpg,10.803216162296962,41.27018173094229
AAP0000019,B01-F02_16,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_16.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_16.jpg,10.792664488378312,41.273711463240346
AAP000001a,B01-F02_17,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_17.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_17.jpg,10.827323642048162,41.26819417328071
AAP000001b,B01-F02_18,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_18.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_18.jpg,10.816773593068104,41.27172610652172
AAP000001c,B01-F02_19,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_19.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_19.jpg,10.806222402391732,41.275257076646554
AAP000001d,B01-F02_20,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_20.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_20.jpg,10.79567007054947,41.278787083269144
AAP000001e,B01-F02_21,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_21.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_21.jpg,10.830331664400866,41.27326889153376
AAP000001f,B01-F02_22,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_22.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_22.jpg,10.81978095820597,41.276801099417035
AAP000001g,B01-F02_23,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_23.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_23.jpg,10.8092291099509,41.2803323440418
AAP000001h,B01-F02_24,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_24.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_24.jpg,10.798676120166087,41.28386262502189
AAP000001i,B01-F02_25,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_25.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_25.jpg,10.833340154347951,41.27834353129032
AAP000001j,B01-F02_26,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_26.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_26.jpg,10.822788790919532,41.28187601384882
AAP000001k,B01-F02_27,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_27.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_27.jpg,10.812236285066946,41.285407533006456
AAP000001l,B01-F02_28,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F02_28.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F02_28.jpg,10.801682637320678,41.288938088377016
AAP000001m,B01-F03_01,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_01.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_01.jpg,10.775197621021796,41.26129451764079
AAP000001n,B01-F03_02,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_02.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_02.jpg,10.764648036747943,41.264825352707604
AAP000001o,B01-F03_03,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_03.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_03.jpg,10.754097311460201,41.268355224773515
AAP000001p,B01-F03_04,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_04.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_04.jpg,10.743545445689115,41.27188413345266
AAP000001q,B01-F03_05,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_05.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_05.jpg,10.778204391011705,41.266369548562224
AAP000001r,B01-F03_06,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_06.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_06.jpg,10.767654149153184,41.269900658269044
AAP000001s,B01-F03_07,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_07.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_07.jpg,10.75710276591704,41.273430804832486
AAP000001t,B01-F03_08,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_08.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_08.jpg,10.746550241833825,41.27695998786665
AAP000001u,B01-F03_09,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_09.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_09.jpg,10.781211628542776,41.27144450143653
AAP000001v,B01-F03_10,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_10.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_10.jpg,10.77066072908074,41.274975885816275
AAP000001w,B01-F03_11,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_11.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_11.jpg,10.760108687877212,41.278506306910266
AAP000001x,B01-F03_12,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_12.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_12.jpg,10.749555505462814,41.28203576433243
AAP000001y,B01-F03_13,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_13.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_13.jpg,10.784219333707513,41.27651937614209
AAP000001z,B01-F03_14,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_14.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_14.jpg,10.773667776623123,41.280051035227785
AAP0000020,B01-F03_15,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_15.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_15.jpg,10.763115077433289,41.28358173088528
AAP0000021,B01-F03_16,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_16.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_16.jpg,10.75256123666864,41.28711146272845
AAP0000022,B01-F03_17,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_17.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_17.jpg,10.787227506598388,41.28159417255739
AAP0000023,B01-F03_18,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_18.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_18.jpg,10.776675291872856,41.28512610638197
AAP0000024,B01-F03_19,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_19.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_19.jpg,10.766121934677807,41.28865707663595
AAP0000025,B01-F03_20,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_20.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_20.jpg,10.755567435543897,41.29218708293312
AAP0000026,B01-F03_21,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_21.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_21.jpg,10.790236147307953,41.2866688905608
AAP0000027,B01-F03_22,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_22.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_22.jpg,10.77968327492249,41.29020109915725
AAP0000028,B01-F03_23,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_23.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_23.jpg,10.769129259703346,41.2937323440407
AAP0000029,B01-F03_24,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_24.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_24.jpg,10.758574102181171,41.29726262482489
AAP000002a,B01-F03_25,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_25.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_25.jpg,10.793245255928742,41.29174353003073
AAP000002b,B01-F03_26,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_26.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_26.jpg,10.78269172586461,41.29527601343203
AAP000002c,B01-F03_27,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_27.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_27.jpg,10.772137052602499,41.298807532977946
AAP000002d,B01-F03_28,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F03_28.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F03_28.jpg,10.761581236673106,41.302338088282134
AAP000002e,B01-F04_01,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_01.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_01.jpg,10.734299026670582,41.27479451754577
AAP000002f,B01-F04_02,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_02.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_02.jpg,10.723747260800254,41.27832535267865
AAP000002g,B01-F04_03,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_03.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_03.jpg,10.713194353137713,41.2818552243528
AAP000002h,B01-F04_04,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_04.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_04.jpg,10.702640304213716,41.2853841321822
AAP000002i,B01-F04_05,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_05.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_05.jpg,10.737306418778921,41.27986954836453
AAP000002j,B01-F04_06,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_06.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_06.jpg,10.726753994875379,41.283400658267894
AAP000002k,B01-F04_07,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_07.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_07.jpg,10.716200428815561,41.28693080457002
AAP000002l,B01-F04_08,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_08.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_08.jpg,10.70564572113026,41.2904599868848
AAP000002m,B01-F04_09,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_09.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_09.jpg,10.740314278747405,41.284944501098956
AAP000002n,B01-F04_10,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_10.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_10.jpg,10.729761196791744,41.28847588580576
AAP000002o,B01-F04_11,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_11.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_11.jpg,10.719206972315632,41.292006306768876
AAP000002p,B01-F04_12,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_12.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_12.jpg,10.708651605849925,41.29553576360211
AAP000002q,B01-F04_13,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_13.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_13.jpg,10.743322606668665,41.29001937562743
AAP000002r,B01-F04_14,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_14.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_14.jpg,10.73276886664199,41.293551035170715
AAP000002s,B01-F04_15,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_15.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_15.jpg,10.722213983730606,41.29708173082785
AAP000002t,B01-F04_16,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_16.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_16.jpg,10.71165795846537,41.300611462212515
AAP000002u,B01-F04_17,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_17.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_17.jpg,10.746331402635283,41.29509417182837
AAP000002v,B01-F04_18,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_18.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_18.jpg,10.73577700451876,41.29862610624114
AAP000002w,B01-F04_19,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_19.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_19.jpg,10.725221463153135,41.30215707662528
AAP000002x,B01-F04_20,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_20.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_20.jpg,10.714664779069299,41.30568708259445
AAP000002y,B01-F04_21,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_21.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_21.jpg,10.74934066673993,41.30016888958018
AAP000002z,B01-F04_22,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_22.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_22.jpg,10.73878561051471,41.30370109889542
AAP0000030,B01-F04_23,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_23.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_23.jpg,10.728229410675917,41.307232344039605
AAP0000031,B01-F04_24,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_24.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_24.jpg,10.71767206775443,41.31076262462633
AAP0000032,B01-F04_25,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_25.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_25.jpg,10.75235039907525,41.305243528761224
AAP0000033,B01-F04_26,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_26.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_26.jpg,10.74179468472255,41.308776013011965
AAP0000034,B01-F04_27,http://www.andromedaproject.org.s3.amazonaws.com/subjects/standard/color/B01-F04_27.jpg,http://www.andromedaproject.org.s3.amazonaws.com/subjects/thumbnail/color/B01-F04_27.jpg,10.731237826391661,41.31230753294923
